phone,first_name,last_name,timezone,account_ref,amount_due
+14122473527,Steven,Wilson,America/Los_Angeles,ACC-200949,529.54
+19767590669,David,Costa,America/New_York,ACC-200950,1905.15
+18339194211,Kevin,Mwangi,America/New_York,ACC-200951,77.38
+16857263943,Ryan,Jackson,America/Los_Angeles,ACC-200952,1852.20
+13953517306,Samuel,Petrov,Pacific/Honolulu,ACC-200953,259.42
+19687184173,Kevin,Lindgren,America/Anchorage,ACC-200954,430.47
+17033332925,Karen,Reyes,America/Phoenix,ACC-200955,2556.03
+18335045015,Jason,Chen,America/New_York,ACC-200956,2866.96
+19657014439,Victoria,Walker,America/Chicago,ACC-200957,3451.21
+12378750288,Samuel,Ferreira,America/Los_Angeles,ACC-200958,522.97
+16446037151,Anthony,Lindgren,America/Chicago,ACC-200959,2917.71
+14786416714,Linda,Rossi,America/Chicago,ACC-200960,4165.79
+12589982271,Ryan,Hall,America/Chicago,ACC-200961,2361.45
+12239058931,Wei,Costa,America/Denver,ACC-200962,4010.72
+19756857327,Fatima,Gonzalez,America/Los_Angeles,ACC-200963,738.50
+12906080874,Benjamin,White,America/Chicago,ACC-200964,1403.63
+13846799922,Wei,Iqbal,America/New_York,ACC-200965,1154.00
+12039916328,Christopher,White,America/Anchorage,ACC-200966,3441.69
+17704112600,Nathan,Clark,America/Chicago,ACC-200967,2456.29
+14458543510,Michelle,Thornton,Pacific/Honolulu,ACC-200968,4973.87
+18775356518,Karen,Hall,America/Los_Angeles,ACC-200969,3452.53
+16112929080,Michelle,Lewis,America/Phoenix,ACC-200970,4438.85
+17572392674,Ahmed,Sorensen,America/Los_Angeles,ACC-200971,417.79
+14685163940,Hannah,Thornton,America/Chicago,ACC-200972,4349.00
+15788228061,Isabella,Okafor,America/New_York,ACC-200973,4924.58
+12945886943,Benjamin,Andersson,America/Los_Angeles,ACC-200974,3526.77
+16155126701,Linda,Nakamura,America/Chicago,ACC-200975,1102.54
+13853582659,Steven,Costa,America/Phoenix,ACC-200976,580.88
+15806898551,Joseph,Sandoval,America/New_York,ACC-200977,64.91
+12727684605,Michelle,King,America/Phoenix,ACC-200978,1870.54
+12132638316,Nathan,Hall,America/Anchorage,ACC-200979,3232.15
+15107818811,Olivia,Williams,America/New_York,ACC-200980,4647.28
+12395839067,Omar,Robinson,America/New_York,ACC-200981,1114.02
+19962241291,Sophia,Okafor,America/Chicago,ACC-200982,330.86
+12478134183,Ashley,Mwangi,America/Los_Angeles,ACC-200983,4991.66
+14009155705,Susan,Lee,America/Denver,ACC-200984,2506.12
+14232838109,Michelle,Garcia,America/New_York,ACC-200985,3550.26
+19797451311,Susan,Garcia,America/New_York,ACC-200986,3552.73
+16734125328,Kevin,Clark,America/Denver,ACC-200987,596.79
+15396976781,Nancy,Nakamura,America/Chicago,ACC-200988,1956.04
+12129311405,Ashley,Jackson,America/New_York,ACC-200989,1122.91
+13512176486,Nancy,Davis,America/Los_Angeles,ACC-200990,125.75
+15793247658,Ahmed,Young,America/New_York,ACC-200991,473.31
+12066493084,Nathan,Okafor,America/Los_Angeles,ACC-200992,4130.62
+18838099801,James,Williams,America/New_York,ACC-200993,831.49
+18213017960,Sandra,Ferreira,America/New_York,ACC-200994,1928.35
+18472784355,Fatima,Kowalski,Pacific/Honolulu,ACC-200995,2847.10
+16546264466,Diego,Sorensen,America/New_York,ACC-200996,2574.07
+18997251220,Elijah,Clark,America/Chicago,ACC-200997,3212.25
+16466481371,Isabella,Taylor,America/Phoenix,ACC-200998,1658.39
+15314531906,Kevin,Novak,Pacific/Honolulu,ACC-200999,2994.59
+13356164603,Brian,Adeyemi,America/Los_Angeles,ACC-201000,2009.52
+19595927460,Chloe,Chen,America/Los_Angeles,ACC-201001,4492.16
+19567269569,Sandra,Beauchamp,America/Denver,ACC-201002,1290.26
+18929541465,Benjamin,Iqbal,America/New_York,ACC-201003,4977.02
+19038876990,Victoria,Ferreira,America/New_York,ACC-201004,242.96
+15957676162,Michael,Chen,Pacific/Honolulu,ACC-201005,2087.83
+17538096687,Kevin,Johnson,America/Denver,ACC-201006,476.00
+14933085366,Nathan,Lee,America/New_York,ACC-201007,4672.79
+19186151595,Mark,Andersson,America/Chicago,ACC-201008,2949.63
+18929770853,Ahmed,Petrov,America/Chicago,ACC-201009,1930.15
+12637440508,Maria,King,America/Los_Angeles,ACC-201010,3502.91
+14993505133,Aisha,Okafor,America/Chicago,ACC-201011,24.54
+14206010001,Samuel,White,America/Denver,ACC-201012,3280.85
+16386020081,Olivia,Ferreira,America/New_York,ACC-201013,585.50
+16536611260,Jason,Davis,America/New_York,ACC-201014,2880.37
+16838296237,Anthony,Garcia,America/Chicago,ACC-201015,498.78
+18564355000,Kevin,Martin,America/New_York,ACC-201016,4195.97
+14519104164,Nathan,Mbeki,America/Chicago,ACC-201017,3624.37
+12382277814,Joshua,Harris,America/New_York,ACC-201018,3455.99
+13486592373,Aisha,Thomas,America/New_York,ACC-201019,949.17
+18175254136,Grace,Beauchamp,America/Los_Angeles,ACC-201020,3656.74
+12665466399,Jason,Hall,America/Los_Angeles,ACC-201021,1287.87
+19438086274,Samuel,Rossi,America/New_York,ACC-201022,2316.49
+18266872771,Ryan,Whitfield,America/Los_Angeles,ACC-201023,3847.12
+14403213069,Andrew,Anderson,America/Denver,ACC-201024,3663.08
+15075117118,James,Wilson,America/Phoenix,ACC-201025,3988.69
+13835458172,Yuki,Jackson,America/Los_Angeles,ACC-201026,4966.35
+12362343964,Aisha,Martinez,America/Los_Angeles,ACC-201027,887.42
+13823365681,Patricia,Martin,America/Chicago,ACC-201028,3144.61
+15263199288,Nancy,Gonzalez,America/Chicago,ACC-201029,3884.79
+19142548113,Susan,Miller,America/Los_Angeles,ACC-201030,651.61
+13285131272,Aisha,Sandoval,America/Chicago,ACC-201031,4589.56
+18909176627,Nathan,Lindgren,America/New_York,ACC-201032,3705.67
+19967727659,Victoria,Robinson,America/New_York,ACC-201033,3691.25
+17097470918,Sophia,Williams,America/New_York,ACC-201034,1819.39
+17539265780,David,Thomas,America/New_York,ACC-201035,4987.46
+14989571219,Sandra,Thornton,America/New_York,ACC-201036,1951.27
+13489675069,Olivia,Lee,America/Los_Angeles,ACC-201037,106.97
+14258545504,Paul,Clark,America/Anchorage,ACC-201038,4024.33
+17108427750,Brian,Martin,America/Chicago,ACC-201039,2062.35
+18217948049,Isabella,Andersson,America/New_York,ACC-201040,1290.55
+13152809192,Brian,Thomas,America/Chicago,ACC-201041,4923.76
+12728860797,Samuel,Clark,Pacific/Honolulu,ACC-201042,1770.75
+13526968046,Benjamin,Johnson,America/New_York,ACC-201043,2872.51
+12397055862,Victoria,Gonzalez,Pacific/Honolulu,ACC-201044,342.92
+12409906034,Omar,Walker,America/New_York,ACC-201045,3466.64
+13836209345,Hannah,Gonzalez,America/Chicago,ACC-201046,4654.93
+14868194940,Ashley,Thornton,America/Los_Angeles,ACC-201047,2119.67
+14562088055,Lucia,Young,America/Anchorage,ACC-201048,731.92
+15896968100,Susan,Williams,America/Chicago,ACC-201049,2762.76
+17968787688,Victoria,Miller,America/Los_Angeles,ACC-201050,4754.87
+16527861600,Yuki,Iqbal,America/Los_Angeles,ACC-201051,4881.02
+16534190584,Priya,Okafor,America/Chicago,ACC-201052,2024.46
+17448531974,Yuki,Johnson,America/Chicago,ACC-201053,3510.83
+13879443594,Paul,Robinson,America/New_York,ACC-201054,80.39
+19259949535,Betty,Whitfield,America/Los_Angeles,ACC-201055,3834.10
+12008766400,Joseph,Harris,America/Denver,ACC-201056,55.18
+14738926471,Brian,Jackson,America/New_York,ACC-201057,4989.86
+15879525611,Sandra,Beauchamp,America/Los_Angeles,ACC-201058,3980.56
+15963987060,Anthony,Jackson,America/New_York,ACC-201059,1126.45
+16318209700,Robert,Lewis,America/Los_Angeles,ACC-201060,2113.33
+13156138834,Ryan,Okafor,America/Los_Angeles,ACC-201061,2848.41
+18404566789,Jennifer,Miller,America/New_York,ACC-201062,3884.38
+18467725118,Andrew,Petrov,America/New_York,ACC-201063,4539.92
+15762586290,Lucia,Nakamura,America/Chicago,ACC-201064,4519.27
+19516737337,James,Andersson,America/Chicago,ACC-201065,3149.90
+15425489335,Anthony,Sandoval,America/Los_Angeles,ACC-201066,1723.13
+14333139064,Ryan,Novak,America/Los_Angeles,ACC-201067,1028.04
+15734994663,Olivia,Whitfield,America/New_York,ACC-201068,3281.87
+15312931182,Paul,Reyes,America/Los_Angeles,ACC-201069,4602.91
+17027392953,James,Andersson,America/Los_Angeles,ACC-201070,4937.75
+14974647551,Chloe,Reyes,America/New_York,ACC-201071,3234.10
+18488907773,Christopher,Robinson,America/Phoenix,ACC-201072,296.71
+12458371590,Daniel,Sorensen,America/Los_Angeles,ACC-201073,3423.48
+15892992933,Robert,Ferreira,America/Los_Angeles,ACC-201074,4348.01
+17389973309,Emily,Wilson,America/Los_Angeles,ACC-201075,95.20
+17522369037,Sophia,Whitfield,America/Denver,ACC-201076,3857.43
+19656824909,Aisha,Beauchamp,America/New_York,ACC-201077,574.83
+15047298000,Michael,Kahale,America/Chicago,ACC-201078,3488.39
+17458354075,Steven,Sorensen,America/Los_Angeles,ACC-201079,896.75
+12907224981,Yuki,Jackson,America/Los_Angeles,ACC-201080,1704.03
+18849512720,Priya,Whitfield,America/Los_Angeles,ACC-201081,1300.61
+15072040762,Betty,Rossi,America/Chicago,ACC-201082,2817.93
+17196794785,Susan,Costa,America/New_York,ACC-201083,3521.24
+16999327865,Hannah,Williams,America/New_York,ACC-201084,4756.68
+12188743242,Sophia,King,America/New_York,ACC-201085,1926.15
+17815428772,Lucia,Garcia,America/New_York,ACC-201086,245.26
+16525953323,Christopher,Petrov,America/New_York,ACC-201087,3793.21
+12393582796,Chloe,Walker,America/Los_Angeles,ACC-201088,241.26
+18198709309,James,Whitfield,America/Chicago,ACC-201089,4348.02
+15233642611,Patricia,Lee,America/Los_Angeles,ACC-201090,4395.29
+12523433380,Michelle,Kahale,America/Chicago,ACC-201091,4844.78
+17249976372,Priya,Andersson,America/Los_Angeles,ACC-201092,4740.12
+19055862826,Ahmed,Beauchamp,America/New_York,ACC-201093,528.17
+19195660371,Nathan,Delacroix,Pacific/Honolulu,ACC-201094,3465.08
+13588955527,Joshua,Carter,America/Los_Angeles,ACC-201095,398.98
+13928834216,Samuel,Walker,America/New_York,ACC-201096,4508.68
+16464241917,Sandra,Lee,America/Los_Angeles,ACC-201097,3151.20
+12132605376,Joseph,Brown,America/Los_Angeles,ACC-201098,4640.41
+17133414843,Ahmed,Walker,America/Chicago,ACC-201099,1725.68
+17532440576,Andrew,Davis,America/Los_Angeles,ACC-201100,521.07
+17013665098,Susan,Young,America/New_York,ACC-201101,1148.49
+12388257702,Amanda,Lee,Pacific/Honolulu,ACC-201102,3462.87
+17559077878,Susan,Martinez,Pacific/Honolulu,ACC-201103,2227.37
+14686679241,Jason,Costa,Pacific/Honolulu,ACC-201104,4052.82
+19179343159,Diego,Sandoval,America/New_York,ACC-201105,39.02
+14803059610,Christopher,Sandoval,America/New_York,ACC-201106,899.54
+18578613211,Steven,Davis,America/New_York,ACC-201107,4956.76
+19736622996,Ashley,Nakamura,Pacific/Honolulu,ACC-201108,3313.72
+15898444729,Mark,Young,America/Los_Angeles,ACC-201109,4781.05
+15748197308,Brian,Andersson,America/Los_Angeles,ACC-201110,3116.61
+12866971643,Anthony,Martinez,America/Los_Angeles,ACC-201111,4590.03
+15525159188,Michael,Novak,America/Chicago,ACC-201112,4793.27
+19978063895,Victoria,Petrov,America/Chicago,ACC-201113,4224.58
+13162572603,Victoria,Lewis,America/Denver,ACC-201114,3629.92
+18664074930,Andrew,Wilson,America/Chicago,ACC-201115,1290.75
+15908248328,Linda,Martinez,Pacific/Honolulu,ACC-201116,3495.02
+19419656779,Susan,Hall,America/Los_Angeles,ACC-201117,2498.33
+14074479958,Ahmed,Lee,America/Los_Angeles,ACC-201118,1235.48
+16469576505,Robert,Novak,America/New_York,ACC-201119,4343.33
+13462051151,Maria,Lewis,America/Los_Angeles,ACC-201120,1967.88
+17499798412,Linda,Kahale,America/New_York,ACC-201121,4618.34
+18544259234,Ashley,Harris,America/Chicago,ACC-201122,1941.45
+19575347170,Andrew,Thomas,America/Los_Angeles,ACC-201123,3553.23
+15816150916,Patricia,Gonzalez,America/New_York,ACC-201124,4210.90
+14786683554,Brian,Iqbal,America/Chicago,ACC-201125,3168.18
+15035397604,Christopher,Miller,America/Los_Angeles,ACC-201126,3896.49
+19973807314,Steven,White,America/Los_Angeles,ACC-201127,3691.73
+19384836150,James,Petrov,America/Chicago,ACC-201128,1080.19
+12864345651,Ashley,Ferreira,America/Denver,ACC-201129,2726.52
+17506091289,Maria,Moore,America/Los_Angeles,ACC-201130,2051.97
+14842418244,Diego,Walker,America/Chicago,ACC-201131,2318.63
+15892321003,Emily,Sorensen,America/Chicago,ACC-201132,2863.17
+12869585573,Benjamin,Petrov,America/Denver,ACC-201133,509.07
+13288812783,Olivia,Rossi,America/Los_Angeles,ACC-201134,839.29
+12856421436,Lucia,Wright,America/New_York,ACC-201135,3421.82
+18262849282,Paul,Miller,America/New_York,ACC-201136,3519.94
+15409298029,Michael,Novak,America/Chicago,ACC-201137,3638.07
+15014458423,Paul,Lewis,America/Los_Angeles,ACC-201138,2725.22
+13952938248,Susan,Jackson,America/New_York,ACC-201139,825.14
+19258668672,Lucia,Walker,America/New_York,ACC-201140,1362.41
+19794153689,Samuel,Adeyemi,America/New_York,ACC-201141,3947.27
+16047643042,Omar,Thornton,America/Denver,ACC-201142,2631.03
+14757409528,Omar,Johnson,America/Los_Angeles,ACC-201143,3957.40
+19116402562,Yuki,Thornton,America/Chicago,ACC-201144,1649.57
+12193661587,Wei,Kowalski,America/New_York,ACC-201145,3150.31
+17192311298,Sophia,Reyes,America/Phoenix,ACC-201146,2936.26
+18939662067,Paul,Reyes,America/Chicago,ACC-201147,286.72
+17513165899,Michael,Nakamura,America/New_York,ACC-201148,2900.89
+18543627267,Sandra,Nakamura,America/Los_Angeles,ACC-201149,656.94
+17278740534,Emily,Adeyemi,America/Phoenix,ACC-201150,585.16
+12005930276,Fatima,Reyes,America/New_York,ACC-201151,3009.39
+19917236348,Kevin,Kowalski,America/Chicago,ACC-201152,4619.92
+15052380198,Elijah,Mwangi,America/Los_Angeles,ACC-201153,3624.72
+19809960586,Fatima,Lindgren,America/Los_Angeles,ACC-201154,2213.04
+17674901955,James,Williams,America/Los_Angeles,ACC-201155,2212.59
+14604677581,Omar,Iqbal,America/New_York,ACC-201156,3104.84
+14978759984,Priya,Miller,America/Denver,ACC-201157,1213.57
+19006966671,Victoria,Garcia,America/Los_Angeles,ACC-201158,1284.08
+17762738075,Chloe,Johnson,America/New_York,ACC-201159,3574.96
+19458596889,Michelle,Iqbal,America/Denver,ACC-201160,4085.50
+16128298046,Patricia,King,America/Phoenix,ACC-201161,3206.42
+14159222738,Mark,Jackson,America/Anchorage,ACC-201162,2589.82
+18514753500,Priya,White,America/Los_Angeles,ACC-201163,2555.32
+12267834572,Diego,Iqbal,America/Los_Angeles,ACC-201164,3619.54
+17848265990,James,Davis,America/New_York,ACC-201165,2506.81
+13112255789,Nathan,Martinez,America/Anchorage,ACC-201166,1705.23
+14942693810,Amanda,Chen,America/Chicago,ACC-201167,603.64
+14355607424,David,Lewis,America/New_York,ACC-201168,2078.40
+12035681565,Sophia,Taylor,America/Chicago,ACC-201169,3850.09
+18564647988,Elijah,Williams,America/New_York,ACC-201170,2352.70
+14792793770,Aisha,King,America/Chicago,ACC-201171,818.66
+14798046484,Sophia,Walker,America/New_York,ACC-201172,1157.92
+19368899105,Ryan,Lindgren,Pacific/Honolulu,ACC-201173,1532.05
+15346756027,Amanda,Williams,America/Los_Angeles,ACC-201174,4931.93
+19302863277,Patricia,Walker,America/Los_Angeles,ACC-201175,1350.05
+19135489370,Benjamin,Davis,America/Chicago,ACC-201176,3254.47
+12209544307,Michael,Adeyemi,America/New_York,ACC-201177,3750.46
+13415995919,Betty,Thomas,America/New_York,ACC-201178,1628.40
+17809009099,Michelle,Carter,America/New_York,ACC-201179,3280.65
+14674606374,Christopher,Novak,America/Los_Angeles,ACC-201180,4870.82
+12744332783,Grace,Robinson,Pacific/Honolulu,ACC-201181,1491.64
+15204520406,David,Iqbal,America/New_York,ACC-201182,4859.79
+13064596533,Brian,Martin,America/New_York,ACC-201183,2772.84
+19024817370,Grace,Garcia,America/Los_Angeles,ACC-201184,128.77
+12363911080,Samuel,Lee,America/New_York,ACC-201185,4612.68
+12138514580,Jennifer,Walker,America/New_York,ACC-201186,3590.23
+19692347215,Ashley,Novak,America/Los_Angeles,ACC-201187,2139.35
+16014849294,Hannah,Davis,America/New_York,ACC-201188,3995.63
+15759959409,Priya,Johnson,America/Los_Angeles,ACC-201189,1014.60
+12878519783,Chloe,Petrov,America/Denver,ACC-201190,1896.97
+17446431314,Andrew,Davis,America/New_York,ACC-201191,3421.56
+17808551463,Maria,Clark,America/New_York,ACC-201192,4725.80
+16172576180,Omar,Wilson,America/Chicago,ACC-201193,1645.43
+13259161506,Joshua,Harris,America/Phoenix,ACC-201194,934.58
+16687003030,Omar,Martin,America/Chicago,ACC-201195,100.93
+13674594080,Susan,Mwangi,America/New_York,ACC-201196,1827.58
+13297904106,Mark,Okafor,America/New_York,ACC-201197,1697.12
+18499188185,Paul,Lewis,Pacific/Honolulu,ACC-201198,2163.94
+17116423051,Paul,Mbeki,America/Chicago,ACC-201199,1121.04
+13615272421,Linda,Brown,America/Chicago,ACC-201200,1648.02
+12972551951,Olivia,Thornton,America/New_York,ACC-201201,1060.54
+17598950917,Patricia,Ferreira,America/Chicago,ACC-201202,925.56
+13116093513,Michael,Garcia,America/Los_Angeles,ACC-201203,4549.56
+19462018188,Michelle,King,America/Los_Angeles,ACC-201204,910.91
+15734155145,Brian,Beauchamp,America/Chicago,ACC-201205,1143.22
+13566623798,David,Johnson,America/Los_Angeles,ACC-201206,4685.90
+16382837641,Yuki,Robinson,America/Los_Angeles,ACC-201207,3894.37
+19889030173,Chloe,Sorensen,America/Los_Angeles,ACC-201208,1765.44
+13143158015,James,Mwangi,America/Chicago,ACC-201209,4624.39
+18948140433,Joshua,Beauchamp,America/New_York,ACC-201210,4835.32
+13862652524,Nancy,Hall,America/Chicago,ACC-201211,2318.28
+17026410272,Jennifer,Jackson,America/Chicago,ACC-201212,3910.74
+17282240964,Samuel,Delacroix,Pacific/Honolulu,ACC-201213,2904.05
+13355529971,Diego,Thomas,America/Phoenix,ACC-201214,2799.65
+13165627564,Aisha,Walker,America/Chicago,ACC-201215,1946.82
+15365334509,Hannah,Anderson,America/New_York,ACC-201216,165.40
+17094051952,Elijah,Lewis,America/Chicago,ACC-201217,3846.27
+14152206528,Diego,Sandoval,America/Denver,ACC-201218,1432.63
+15018105386,Ashley,Hall,America/New_York,ACC-201219,1576.91
+15636557406,Omar,Iqbal,America/Los_Angeles,ACC-201220,2131.98
+16257160525,Paul,King,America/New_York,ACC-201221,4146.54
+17362419294,Steven,Robinson,America/Chicago,ACC-201222,2307.91
+17228328186,Daniel,Moore,America/Los_Angeles,ACC-201223,3530.19
+12936848326,Maria,Chen,America/Los_Angeles,ACC-201224,3297.37
+15299220659,Elijah,Costa,America/New_York,ACC-201225,3252.66
+16769542212,Joshua,Carter,America/Los_Angeles,ACC-201226,2218.31
+16264732595,Victoria,Nakamura,America/Denver,ACC-201227,2219.79
+12827123187,Diego,Jackson,America/Chicago,ACC-201228,425.73
+16674516188,Paul,Taylor,America/Chicago,ACC-201229,510.49
+16196010001,Brian,Wright,America/Denver,ACC-201230,3708.39
+14466964949,Paul,Petrov,America/Los_Angeles,ACC-201231,1486.61
+19459478187,Ahmed,Davis,America/Denver,ACC-201232,3168.59
+16102685480,Ashley,Whitfield,America/Los_Angeles,ACC-201233,2502.18
+12324465735,David,Kowalski,America/New_York,ACC-201234,2566.04
+13653916493,Ahmed,Anderson,America/Chicago,ACC-201235,4075.87
+13437750672,Ahmed,Costa,America/Los_Angeles,ACC-201236,396.85
+15884161445,Wei,Johnson,America/Denver,ACC-201237,4152.14
+15644001209,Christopher,Harris,America/New_York,ACC-201238,3232.54
+18465432953,Sophia,Martinez,America/Los_Angeles,ACC-201239,179.01
+17953883949,Michael,Johnson,America/Denver,ACC-201240,1416.94
+12276189572,James,Thornton,America/Los_Angeles,ACC-201241,4235.46
+17658203302,Wei,Rossi,America/New_York,ACC-201242,3905.68
+17514175421,Wei,Harris,America/Chicago,ACC-201243,3874.61
+15285991999,Benjamin,Whitfield,America/Chicago,ACC-201244,4519.86
+13273044224,Lucia,White,America/New_York,ACC-201245,4773.18
+19027651566,Ryan,Thornton,America/New_York,ACC-201246,4398.27
+12943524885,Jason,Moore,America/Los_Angeles,ACC-201247,2289.05
+15945078267,David,Brown,America/Chicago,ACC-201248,3895.28
+13259624080,Sandra,Williams,America/Los_Angeles,ACC-201249,3818.97
+13412038098,Anthony,Jackson,America/Chicago,ACC-201250,2101.61
+18719290774,Priya,Davis,America/New_York,ACC-201251,1489.75
+15165540629,Emily,Novak,America/Phoenix,ACC-201252,3532.46
+17255364532,David,Johnson,America/Los_Angeles,ACC-201253,1851.58
+12432044771,Amanda,Reyes,America/Chicago,ACC-201254,4528.71
+14705389604,Susan,Brown,America/Denver,ACC-201255,1511.01
+12079674736,Chloe,Petrov,America/Chicago,ACC-201256,3194.12
+16924524831,Sandra,Hall,America/Los_Angeles,ACC-201257,874.71
+14254695994,Patricia,Carter,America/New_York,ACC-201258,418.61
+15274606671,Daniel,Clark,America/Anchorage,ACC-201259,4673.55
+17783618074,Grace,Delacroix,America/Los_Angeles,ACC-201260,3926.89
+15466942887,Samuel,Clark,America/Los_Angeles,ACC-201261,1356.60
+15842693311,Linda,Andersson,America/New_York,ACC-201262,654.91
+19535713664,Patricia,Robinson,America/Chicago,ACC-201263,1534.47
+18616019240,Paul,Lee,America/Denver,ACC-201264,4976.29
+18499053677,Priya,Wilson,America/Denver,ACC-201265,491.41
+16638707848,Hannah,Ferreira,America/Los_Angeles,ACC-201266,952.21
+18274904219,Ryan,Okafor,America/New_York,ACC-201267,348.01
+19779668248,Paul,Sorensen,America/Los_Angeles,ACC-201268,2699.73
+19278620212,Paul,Wright,America/Chicago,ACC-201269,53.66
+13146275186,Maria,Young,America/Chicago,ACC-201270,2927.48
+18193207761,Sophia,Anderson,America/Phoenix,ACC-201271,1821.55
+19256379880,Sandra,Hall,America/New_York,ACC-201272,3472.67
+17917992453,Daniel,Kahale,America/New_York,ACC-201273,3387.48
+17888309792,Priya,Miller,America/New_York,ACC-201274,869.46
+17683642015,Victoria,Whitfield,America/Phoenix,ACC-201275,4121.23
+16123306051,Omar,Adeyemi,America/Chicago,ACC-201276,2187.50
+13539044569,Elijah,Reyes,America/Anchorage,ACC-201277,17.49
+16919135516,Fatima,Lee,America/New_York,ACC-201278,2300.97
+17502658039,Christopher,King,America/Los_Angeles,ACC-201279,3506.94
+17243095700,Diego,Anderson,America/Phoenix,ACC-201280,4882.00
+13969722159,Ryan,Williams,America/Anchorage,ACC-201281,1211.74
+12592086367,Ashley,King,America/Los_Angeles,ACC-201282,1758.52
+19806111233,Hannah,Davis,America/Anchorage,ACC-201283,4371.92
+12638555326,Robert,Jackson,America/New_York,ACC-201284,4468.93
+13037837144,Maria,Lee,America/New_York,ACC-201285,2572.85
+13784182700,Kevin,Mbeki,America/Los_Angeles,ACC-201286,2979.94
+13717650023,Robert,Reyes,America/Denver,ACC-201287,1399.73
+16139810809,Jennifer,Davis,America/Chicago,ACC-201288,2105.29
+15317549006,Christopher,Clark,America/Chicago,ACC-201289,4848.02
+12523508821,Aisha,Ferreira,America/Denver,ACC-201290,1487.43
+12275941922,Priya,Lewis,America/Los_Angeles,ACC-201291,4040.06
+19715857935,Sophia,Martin,America/New_York,ACC-201292,1438.87
+15506852984,Kevin,Andersson,America/Chicago,ACC-201293,4479.46
+16314986693,Elijah,Martin,America/New_York,ACC-201294,4470.82
+12803495454,Maria,King,America/Chicago,ACC-201295,4480.51
+12017295833,Fatima,Reyes,America/New_York,ACC-201296,2592.70
+18382894533,James,Lewis,America/New_York,ACC-201297,3412.85
+18354296708,Karen,Martin,America/Chicago,ACC-201298,52.73
+18843560173,Elijah,Wilson,America/Los_Angeles,ACC-201299,2765.82
+17898522444,Elijah,Ferreira,America/Chicago,ACC-201300,3161.32
+18012674501,Mark,Carter,America/Denver,ACC-201301,754.68
+13403507178,Daniel,Lindgren,America/New_York,ACC-201302,2742.52
+16939756893,Emily,Garcia,America/New_York,ACC-201303,3976.33
+18179103555,Kevin,Thomas,America/Los_Angeles,ACC-201304,3870.20
+18183626325,Karen,Walker,America/Los_Angeles,ACC-201305,1145.95
+17152590829,Isabella,Mwangi,America/New_York,ACC-201306,1302.63
+17156757648,Sandra,Novak,America/Los_Angeles,ACC-201307,4405.83
+12353450021,Linda,Anderson,America/New_York,ACC-201308,2629.96
+16184694106,Lucia,Clark,America/New_York,ACC-201309,3789.64
+19913870756,Hannah,Robinson,America/Denver,ACC-201310,2714.30
+13179764338,Omar,Petrov,Pacific/Honolulu,ACC-201311,828.77
+14663213233,Priya,Delacroix,America/New_York,ACC-201312,2515.54
+15138018819,Diego,Thornton,America/Chicago,ACC-201313,4290.37
+14434125098,Emily,Lindgren,America/Denver,ACC-201314,2839.69
+18669607997,Patricia,Chen,America/Chicago,ACC-201315,478.09
+12825406280,Ryan,Johnson,America/New_York,ACC-201316,4684.06
+16479836564,Susan,Rossi,America/Phoenix,ACC-201317,2236.00
+15749826736,Ahmed,Lee,America/Chicago,ACC-201318,4725.35
+14864532352,Karen,Andersson,America/Los_Angeles,ACC-201319,1730.25
+13107858667,Brian,Thornton,America/New_York,ACC-201320,664.82
+16068581639,Joseph,Gonzalez,America/Los_Angeles,ACC-201321,4367.73
+15309000722,Grace,Garcia,America/Los_Angeles,ACC-201322,3188.69
+13416908996,Isabella,Kowalski,America/Los_Angeles,ACC-201323,834.85
+12342773370,Karen,Clark,America/Chicago,ACC-201324,3417.68
+14197896557,Anthony,Delacroix,America/New_York,ACC-201325,2463.17
+12139715932,Ryan,Beauchamp,America/Phoenix,ACC-201326,2628.05
+15763985134,Anthony,Ferreira,America/Los_Angeles,ACC-201327,733.84
+15279586719,Linda,King,America/Los_Angeles,ACC-201328,4976.05
+17799807242,Linda,Johnson,America/Phoenix,ACC-201329,4155.34
+16122862248,Chloe,Rossi,America/New_York,ACC-201330,4755.04
+16555293611,Isabella,Rossi,Pacific/Honolulu,ACC-201331,3735.86
+12386583320,Jason,Wilson,America/Los_Angeles,ACC-201332,4771.95
+19598752331,Brian,Harris,America/Chicago,ACC-201333,4525.02
+19268856161,Patricia,Hall,America/Los_Angeles,ACC-201334,3677.31
+16559036371,Sophia,Nakamura,America/New_York,ACC-201335,1668.66
+14705279263,Steven,Taylor,America/New_York,ACC-201336,3831.66
+12653656961,Hannah,Chen,America/New_York,ACC-201337,2675.49
+15716852229,Yuki,Harris,America/Los_Angeles,ACC-201338,1462.20
+12767620319,Priya,Okafor,America/Chicago,ACC-201339,2974.77
+17373746774,Joshua,Lewis,America/Los_Angeles,ACC-201340,1905.28
+15765290427,David,Garcia,America/New_York,ACC-201341,4696.17
+13637212327,Grace,Lindgren,America/New_York,ACC-201342,3385.90
+12314289460,Robert,Miller,America/Denver,ACC-201343,2010.07
+13009896583,Sandra,Thomas,America/New_York,ACC-201344,2876.41
+13812350132,Victoria,Costa,America/New_York,ACC-201345,1318.29
+13837851570,Christopher,King,America/Chicago,ACC-201346,2139.20
+18845005278,Anthony,Walker,America/New_York,ACC-201347,4867.88
+17786660495,Jennifer,Okafor,America/New_York,ACC-201348,4256.93
